pos	ACTB_h1_%_col_0cov	ACTB_h1_num_col_0cov
12482893	0.984251968503937	5
12482894	0.984251968503937	5
12482895	0.984251968503937	5
12482896	0.984251968503937	5
12482897	0.984251968503937	5
12482898	0.7874015748031497	4
12482899	0.7874015748031497	4
12482900	0.7874015748031497	4
12482901	0.7874015748031497	4
12482902	0.7874015748031497	4
12482903	0.7874015748031497	4
12482904	0.5905511811023622	3
12482905	0.5905511811023622	3
12482906	0.5905511811023622	3
12482907	0.5905511811023622	3
12482908	0.5905511811023622	3
12482909	0.5905511811023622	3
12482910	0.5905511811023622	3
12482911	0.5905511811023622	3
12482912	0.5905511811023622	3
12482913	0.5905511811023622	3
12482914	0.5905511811023622	3
12482915	0.5905511811023622	3
12482916	0.5905511811023622	3
12482917	0.5905511811023622	3
12482918	0.3937007874015748	2
12482919	0.3937007874015748	2
12482920	0.3937007874015748	2
12482921	0.3937007874015748	2
12482922	0.3937007874015748	2
12482923	0.3937007874015748	2
12482924	0.3937007874015748	2
12482925	0.3937007874015748	2
12482926	0.3937007874015748	2
12482927	0.3937007874015748	2
12482928	0.3937007874015748	2
12482929	0.3937007874015748	2
12482930	0.3937007874015748	2
12482931	0.5905511811023622	3
12482932	0.7874015748031497	4
12482933	0.7874015748031497	4
12482934	0.7874015748031497	4
12482935	0.7874015748031497	4
12482936	0.3937007874015748	2
12482937	0.3937007874015748	2
12482938	0.1968503937007874	1
12482939	0.0	0
12482940	0.0	0
12482941	0.0	0
12482942	0.0	0
12482943	0.0	0
12482944	0.0	0
12482945	0.0	0
12482946	0.0	0
12482947	0.0	0
12482948	0.0	0
12482949	0.0	0
12482950	0.0	0
12482951	0.1968503937007874	1
12482952	0.1968503937007874	1
12482953	0.1968503937007874	1
12482954	0.1968503937007874	1
12482955	0.1968503937007874	1
12482956	0.1968503937007874	1
12482957	0.1968503937007874	1
12482958	0.1968503937007874	1
12482959	0.1968503937007874	1
12482960	0.1968503937007874	1
12482961	0.1968503937007874	1
12482962	0.1968503937007874	1
12482963	0.3937007874015748	2
12482964	0.3937007874015748	2
12482965	0.5905511811023622	3
12482966	0.5905511811023622	3
12482967	0.5905511811023622	3
12482968	0.7874015748031497	4
12482969	0.7874015748031497	4
12482970	0.7874015748031497	4
12482971	0.7874015748031497	4
12482972	0.984251968503937	5
12482973	0.984251968503937	5
12482974	0.984251968503937	5
12482975	0.984251968503937	5
12482976	0.984251968503937	5
12482977	0.984251968503937	5
12482978	0.984251968503937	5
12482979	0.984251968503937	5
12482980	1.1811023622047243	6
12482981	1.1811023622047243	6
12482982	1.1811023622047243	6
12482983	1.1811023622047243	6
12482984	1.1811023622047243	6
12482985	1.1811023622047243	6
12482986	1.1811023622047243	6
12482987	1.1811023622047243	6
12482988	1.5748031496062993	8
12482989	1.5748031496062993	8
12482990	1.7716535433070866	9
12482991	1.968503937007874	10
12482992	1.7716535433070866	9
12482993	1.7716535433070866	9
12482994	1.7716535433070866	9
12482995	1.968503937007874	10
12482996	1.7716535433070866	9
12482997	1.7716535433070866	9
12482998	1.7716535433070866	9
12482999	1.7716535433070866	9
12483000	1.7716535433070866	9
12483001	1.7716535433070866	9
12483002	1.7716535433070866	9
12483003	1.7716535433070866	9
12483004	1.7716535433070866	9
12483005	2.1653543307086616	11
12483006	2.1653543307086616	11
12483007	2.1653543307086616	11
12483008	2.1653543307086616	11
12483009	2.1653543307086616	11
12483010	2.1653543307086616	11
12483011	2.1653543307086616	11
12483012	2.3622047244094486	12
12483013	1.1811023622047243	6
12483014	0.984251968503937	5
12483015	0.984251968503937	5
12483016	0.984251968503937	5
12483017	0.984251968503937	5
12483018	0.984251968503937	5
12483019	1.1811023622047243	6
12483020	1.1811023622047243	6
12483021	1.3779527559055118	7
12483022	1.3779527559055118	7
12483023	1.3779527559055118	7
12483024	1.3779527559055118	7
12483025	1.3779527559055118	7
12483026	1.3779527559055118	7
12483027	1.3779527559055118	7
12483028	1.3779527559055118	7
12483029	1.5748031496062993	8
12483030	1.5748031496062993	8
12483031	1.7716535433070866	9
12483032	2.1653543307086616	11
12483033	2.1653543307086616	11
