pos	ACTB_h1_tr_%_col_0cov	ACTB_h1_tr_num_col_0cov
12482981	54.166666666666664	39
12482982	54.166666666666664	39
12482983	54.166666666666664	39
12482984	54.166666666666664	39
12482985	54.166666666666664	39
12482986	54.166666666666664	39
12482987	54.166666666666664	39
12482988	54.166666666666664	39
12482989	54.166666666666664	39
12482990	54.166666666666664	39
12482991	48.611111111111114	35
12482992	48.611111111111114	35
12482993	48.611111111111114	35
12482994	50.0	36
12482995	50.0	36
12482996	50.0	36
12482997	50.0	36
12482998	51.388888888888886	37
12482999	51.388888888888886	37
12483000	51.388888888888886	37
12483001	51.388888888888886	37
12483002	52.77777777777778	38
12483003	54.166666666666664	39
12483004	56.94444444444444	41
12483005	56.94444444444444	41
12483006	56.94444444444444	41
12483007	56.94444444444444	41
12483008	56.94444444444444	41
12483009	56.94444444444444	41
12483010	56.94444444444444	41
12483011	56.94444444444444	41
12483012	56.94444444444444	41
12483013	56.94444444444444	41
12483014	56.94444444444444	41
12483015	56.94444444444444	41
12483016	56.94444444444444	41
12483017	58.333333333333336	42
12483018	56.94444444444444	41
12483019	58.333333333333336	42
12483020	61.111111111111114	44
12483021	61.111111111111114	44
12483022	61.111111111111114	44
12483023	61.111111111111114	44
12483024	61.111111111111114	44
12483025	61.111111111111114	44
12483026	61.111111111111114	44
12483027	61.111111111111114	44
12483028	66.66666666666667	48
12483029	68.05555555555556	49
12483030	68.05555555555556	49
12483031	69.44444444444444	50
12483032	69.44444444444444	50
12483033	69.44444444444444	50
